instrulife_product_number,name,price
MICROS37,MICROSC PREPARAATDOOS 100stHOUTEN FRAME,15.27
INFUSI20,TRANSFUSIE SET FREKA LIPOFLOW 1st,2.06
FLUTTE00,FLUTTERVALVE+RUBBER 1st,10.24
HANDSC42,HANDSCHOEN AISOGAN+SCHOUDER WW 50st,15.36
CURETT10,CURETTE STIEFEL 4 MM STERIEL 10st,41.26
CURETT11,CURETTE STIEFEL 7 MM STERIEL 10st,41.26
ZELLET01,ZELLETTEN 1ROL 500 DEPPERS,2.06
ONTWIK20,ONTWIK KODAK RAPID ACC DENTAL 6x500ml,38.94
HANDSC30,"HANDSCHOEN GAMMEX M9 STERIEL, 40 PAAR",29.05
HANDSC31,"HANDSCHOEN GAMMEX M7 STERIEL, 40PAAR",29.05
HANDSC32,"HANDSCHOEN GAMMEX M8 STERIEL, 40PAAR",29.05
HANDSC33,"HANDSCHOEN GAMMEX M6.5 STERIEL, 40 PAAR",29.05
HANDSC34,"HANDSCHOEN GAMMEX M6 STERIEL, 40 PAAR",29.05
HANDSC35,"HANDSCHOEN GAMMEX M5.5 STERIEL, 40 PAAR",29.05
HANDSC36,"HANDSCHOEN GAMMEX M7.5 STERIEL, 40 PAAR",29.05
HANDSC37,"HANDSCHOEN GAMMEX M8.5 STERIEL, 40 PAAR",29.05
HANDSC999,HANDSC MICRO TOUCHPF2 ST LAT NG 50p M7,54.39
SUTURE00,SUTURE STRIP PLUS 12x102MM,70.68
SUTURE01,SUTURE STRIP PLUS 6X38MM,54.42
CRYOPE01,CRYOPEN PATRONEN N2O 8GRAM 10st,25.76
IDENTI00,IDENTIFICATIEBANDJES ROOD 34cm 250st,60.61
OPERFI00,OPER FILM 60x80cm 10st,54.11
AQUASO01,AQUASONIC100 5L + HERVULB DISPENSER,18.33
FIXEER31,FIXEER KODAK REV READYMATIC 2x5L,29.82
HONDEN52,HONDENSCHOEN MIKKY NR 2,4.12
KIFILT00,KI FILTER PAPIER 320mm 250st,14.77
TECHNO02,TECHNOVIT OPLOSMIDDEL 500 ML,28.64
AUTOCL16,AUTOCLAAFROL M INSLAG  66Mx20CMx5CM 1st,34.44
AUTOCL18,AUTOCLAAFROL M INSLAG 66Mx32CMx6CM 1rl,59.26
AUTOCL28,AUTOCLAAFZAK 250 X 500MM 100st,22.58
AFDEKD05,AFDEKDOEK BUSTER+ZELFKL GAT STER L 1st,1.03
AFDEKD06,AFDEKDOEK BUSTER+ZELFKL GAT STER XL 1st,1.03
BLOEDZ03,BLOEDTRANSFUSIEZAK 4L,27.14
DERMAF00,DERMAFYT 6 TESTS,28.52
FECALY00,FECALYZER KRUUSE 50ST,59.32
GLIJMI82,GLIJMIDDEL 10 LITER BOVIVET,49.42
HALSKR03,HALSKRAAG MOON COLLAR LARGE,16.95
SPALKQ02,SPALK QUICK SPLINT BUSTER VOORPOOT MED,22.17
SPALKQ10,SPALK QUICK SPLINT BUS ACHTERPOOT MED 1P,17.89
SPALKR00,SPALK RUND SMALL,48.21
SPALKR01,SPALK RUND LARGE,33.88
VALULI00,VALULINE BANDAGE 10cmX4.5m 10st ZWART,15.39
VALULI02,VALULINE BANDAGE 10cmX4.5m 10st ROOD,15.39
VALULI03,VALULINE BANDAGE 10cmX4.5m 10st GROEN,15.39
VETPLA02,VETPLAST KRUUSE 5 X 4.5M 10rln,48.21
WWNAAL11,WWN BOV LL 20/60 14Gx21/2 PLASTIEK 100st,22.02
WWSCHO11,WW SCHORT KRUUSE GROEN NIET-STER 20st,24.76
XRITET00,X-RITE TAPE,41.21
WATTER02,WATTE ROL 80GR 10rln,14.95
ONETOU22,ONE TOUCH VITA CONTROLE OPLOSSING,10.30
SANODO00,SANODOR CONTACT 5L,40.00
KNEUKE00,KNEUKELVERBAND 76MMx36MM 100st,14.77
AFBIND01,AFBIND DARM VIERKANT 4x4mm 3.5m,4.12
NEUSTA01,NEUSTAMPONS MEROCEL STAND 8cm 4st,36.00
AFZUIG10,AFZUIG CATHET MULLY CH14x53cm GROEN 50s,24.70
VERPAK980,VERPAK POTJE ALUMINIUM 125ml STER 60s,20.58
GLUCOC00,GLUCOCARD MEMORY28350 S1950 50st,48.44
KIMICR00,KI MICROCUVETE SPERMA CUE 50ST,44.86
KLINID20,KLINIDRAPE 75x90cm 40st,27.88
MONDMA07,MONDMASKER STANDAARD RF657010 50st,9.24
MUTSBA00,MUTS OPERATIE BARRIER ELAST 100st,29.38
MUTSCH00,MUTS CHARLOTTE WIT 620900-00 200st,15.33
MUTSFL00,MUTS FLORY GROEN 620500-10 100st,22.45
SCHOEN01,SCHOENOVERTREK BLAUW NON WOVEN 400st,60.61
ASPISE00,ASPISEM DISPONABLE DEVICE 100st,31.82
KIIDEN00,"KI IDENTIFICATIE RODS ROOD 0,25ML 200st",24.55
KIIDEN01,KI IDENTIFICATIE ROD WIT 0.5ML 200st,24.55
KIIDEN02,KI IDENTIFICATIE ROD GEEL 0.5ML 200st,24.55
FREELI01,FREELIFE PAPIERWAREN MINI 3-6 56st,13.42
REDIGR00,REDIGRIP A 4.5cmx10m,10.18
ONDERL65,ONDERLEGGER LILLE 60 X 60cm 210st,40.29
ONDERL66,ONDERLEGGER LILLE 60 X 75cm 210st,52.08
ONDERL67,ONDERLEGGER LILLE 60 X 90cm 140st,39.06
DURACE02,DURACELL C 1400 1.5V,1.03
ACCUCH06,ACCU-CHEK AVIVA 50st,33.91
ACCUTR20,ACCU-CHEK SENSOR COMFORT GLUCOSE 50st,33.91
KETODI00,KETO-DIABUR-TEST 5000 50st,11.30
MICRAL00,MICRAL-II TEST 30st,58.32
KICODE00,KI CODEERDOP PAARS 500 ST,14.89
KICODE01,KI CODEERDOP BLAUW 500 ST,14.89
KICODE02,KI CODEERDOP GROEN 500 ST,14.89
KICODE03,KI CODEERDOP GEEL 500 ST,14.89
KICODE04,KI CODEERDOP ROOD 500 ST,14.89
KIPIPE01,KI-AFZUIGPIPET GEEL VOOR OP SPUIT 100st,3.06
AFDEKD90,AFDEKDOEK ECOPACK 37x45cm STERIEL 75st,28.79
ALGISI00,ALGISITE M 15x20cm 10st,76.95
LEUKOS22,LEUKOSTRIP 6.4x76MM WIT 50X3st,36.65
OPSITE42,OPSITE POSTOP 15.5x8.5 20st,21.45
OPSITE45,OPSITE POST-OP 10x20cm 20st,30.70
OPSITE46,OPSITE POST-OP 10x35cm 20st,51.39
CAMBRI06,CAMBRIC L 10cm CELLO 20st,12.33
COMPRE16,COMPRES STERIEL 10x20cm 15x5st 12L,19.52
COMPRE50,COMPRES TOPTEX ST 40x40CM RX 4P 14x2st,42.77
CURAPO01,CURAPLAST 6cmx5m,10.18
CURATE00,CURATEST NONWOVEN PATCH 10 TESTEN 50st,25.95
HAFTEL02,HAFTELAST 8cmx4m 20st,38.71
HALSKR31,HALSKR-ZWACHTEL CERVIDUR 8cmx18m,11.30
PORELA00,PORELAST EL 6cmx25m,7.18
PORELA10,PORELAST SF 6cmx25m,7.18
STELLA70,STELLASTIC VISCOSE 15cmx4m 50st IN VRAK,23.64
STELLA73,STELLASTIC VISCOSE 10cmx4m 50st IN VRAK,16.36
STELLA90,STELLA SNELVERBAND 6cmx40m,45.36
SUPRAS19,SUPRASORB H HYDROCOL DUN 5X10cm 10st,23.95
VERBAN10,VERBANDDOOS INDUSTRIE NR 1,33.08
VERBAN20,VERBANDDOOS LEGAL PLUS,20.52
VERBAN21,VERBANDDOOS LEGAL SUPER,31.08
VERBAN30,VERBANDDOOS UNIVERSAL,19.11
VLIWAK00,VLIWAKTIV ABS VERBAND 10x10cm 20st,87.09
SURFLA00,SURFLASH IV CATH 14Gx2 1/2' 64MM ORA50st,43.18
SURFLA05,SURFLASH IV CATH18Gx11/4'32MM GROEN 50st,43.18
SURFLA10,SURFLASH IV CATH20Gx11/4' 32MM ROZE 50st,43.18
SURFLA11,SURFLASH IV CATH 18Gx2' 51MM GROEN 50st,43.18
SURFLA15,SURFLASH IV CATH 22Gx1' 25MM BLAUW 50st,43.18
SURFLA20,SURFLASH IV CATH 16Gx2' 51MM GRIJS 50st,43.18
SURFLA25,SURFLASH IV CATH 20Gx2' 51MM ROZE 50st,43.18
SURFLA30,SURFLASH IV CATH 24Gx3/4' 19MM GEEL 50st,43.18
SURFLO55,SURFLO VLEUGELNLD SET+ADAPT21Gx3/4 50st,37.12
VENOJE10,VENOSAFE BLOED V COAG VF-053SBCS71,17.42
VERSAT00,"VERSATUS W 20G X 32MM, 50ST",41.26
VERSAT01,"VERSATUS W 22G X 25MM, 50ST",41.26
VERSAT02,"VERSATUS W 24GX19MM, 50ST",41.26
VERSAT04,VERSATUS W 14G X 45MM 50st,41.26
VERSAT05,VERSATUS W 16G X 45MM 50st,41.26
VERSAT06,VERSATUS W 18G X 32MM 50st,41.26
VERSAT07,VERSATUS W 18G X 45MM 50st,41.26
VERSAT20,"VERSATUS22GX25MM, 50st",37.09
VERSAT21,"VERSATUS 24G X 19MM, 50st",37.09
WWNAAL05,WWN BD 31G X 5MM 100st,18.33
WWSPUI48,WWS 1 ML+25Gx5/8 TERUMO TBC 100st,11.21
WWSPUI50,WWS 1 ML+26Gx1/2 TERUMO TBC 100st,11.21
WWSPUI66,WWS INSULINE 0.3 ML TERUMO 29Gx1/2 100st,17.42
WWSPUI67,WWS INSULINE 0.5 ML TERUMO 29Gx1/2 100st,17.42
WWSPUI68,WWS INSULINE 1 ML+29Gx1/2 TERUMO 100st,17.42
WWSPUI70,WWS INSULINE 1ML+27Gx1/2 TERUMO 100st,17.42
WWSPUI90,WWS TERUMO 50 ML LUER EXCENTRISCH 25st,11.33
WWSPUI92,WWS TERUMO 20 ML 50st LL,13.33
WWSPUI93,WWS TERUMO 5ML 100st LL,13.33
WWSPUI94,WWS TERUMO 50 ML 25st LL,11.33
WWNAAL002,NEEDLE IBDectabel M14GX1.5 100pcs,17.42
WWNAAL005,NEEDLE IBDectabel M 16GX1.5 100pcs,17.42
ECHO0023,ECHO PAPIER ALOKA SONY UPP-210SE,36.97
EKGELE00,ECG ELEKTR KENDALL-ARBO RF31192521 500st,55.08
TANGHU00,TANG HUIDHECHT APPOSE 35 NIETJES 1st,6.15
TANGHU03,TANG HUIDHECHT APPOSE REG 35 NIETJ 1st,6.15
WWNAAL55,WWN SPINAAL MONOJECT MH 19Gx3 1/2 25st,81.55
WWSPUI69,WWS MONOJECT+TOOMEY TIP 60 ML 20st,11.21
ONTHOO01,ONTHOORN PASTA 45GR,6.71
DIFFQU00,DIFF-QUIK 3x100 ML KLEURINGSSET,31.44
VETLIT01,VET-LITE 75cmx16m,9.27
WWNAAL50,WWN SUPRA 17Gx3 1/4'  15x80MM TSK 100st,33.03
WWNAAL52,WWNAAL SUPRA 1.5x90mm 100st,33.03
VINGER11,VINGERTOPPLEISTERS MED 45 X 80MM 50st,7.18
DESIVA01,DESIVALVE+KLEP+A SEPT CATH 9FR 1st,65.47
SCHEER24,SCHEERMESJES WILKINSON 20x5st,23.70
AVTMAT25,IMPULS SEALER F70,255.06
ECHO0961,PAPIERROLLEN UPP-110-S SONY,20.85
MONDFE00,MONITOR D-FEND WATER TRAP 10st,230.92
SECUDR00,SECU-DRAPE+GAT 75x90cm 30st,49.03
STERIL16,STERILISATIEROL 40CM X 100M,157.77
WWNAAL999,WWN SPINAAL BD 22Gx3 1/2 10st,64.61
PRIMEC00,PRIMECAST GIPS 12.5CM 10st,75.61
UMONIU01,UMONIUM MASTER 5 L,243.94
UMONIU02,UMONIUM MEDICAL SPRAY 1 L,26.06
UMONIU04,UMONIUM INSTRUMENTS 5 L,243.94
UMONIU05,UMONIUM MEDICAL TISSUES - 200 DOEKJES,28.03
UMONIU07,UMONIUM AIR CONTROL MATIC 250ML,53.71
WWSPEC20,WW SPECUL2.5MM UNI 28902 ZWART 1000st KW,53.18
WWSPEC21,WW SPECUL2.5MM ALL 28900 GRIJS 1000st KW,44.70
WWSPEC22,WW SPECUL 4MM UNI 28903 ZWART 1000st KW,53.18
WWSPEC23,WW SPEC KW 4MM ALL 28901GRIJS 1000st,44.70
FIVIC000,IMMUNODEFICIENCY VIRUS KATTENAIDS 10test,67.42
MICROS998,MICROSPONGE SCHARP TIP 250st,90.44
MICROS999,MICROSPONGE REGULAR TIP STER 250st,90.44
OPHTAL89,CRESCENT KNIFE ANGLED BEVEL UP 2.3mm6st,129.58
AFDEKD98,AFDEKDOEK+GAT NEONA CONVERT125x112 38st,151.14
HANDSC02,HANDSC PROTEGRITY STERIEL M6.5 40 PAAR,37.21
HANDSC03,HANDSC PROTEGRITY STERIEL M7 40 PAAR,35.45
HANDSC05,HANDSC PROTEGRITY STERIEL M8 40 PAAR,35.45
HANDSC214,HANDSC ESTEEM SMT NP STER M7.5 40PA,175.15
HANDSC70,HANDSC TRIFLEX LATEX GEP STER M6 50 PA,28.56
HANDSC71,HANDSC TRIFLEX LATEX GEP STER M6.5 50 PA,28.56
HANDSC72,HANDSC TRIFLEX LATEX GEP STER M7 50 PA,28.56
HANDSC73,HANDSC TRIFLEX LATEX GEP STER M7.5 50 PA,28.56
HANDSC74,HANDSC TRIFLEX LATEX GEP STER M8 50PA,28.56
HANDSC75,HANDSC TRIFLEX LATEX GEP STER M8.5 50PA,28.56
HANDSC76,HANDSC TRIFLEX LATEX GEP STER M9 40 PA,28.56
HANDSC77,HANDSC TRIFLEX LATEX GEP STER M5.5 40PA,28.56
OPVANG00,OPVANGZAK 3L TRAFAFZUIGSYS MEDIVAC 50st,143.18
ONDERL71,ONDERLEGGERS ATTENDS 60x90cm PLUS 200st,93.94
AUTOCL14,AUTOCLAAFROL 30cmx200m 1st,119.05
AUTOCL15,AUTOCLAAFROL 40cmx100m 1st,77.06
AUTOCL43,AUTOCLAAFZAKJE PAP/TRANSP 25x30cm 1000st,164.12
BOWIET10,BOWIE EN DICK AUTOCL TEST 1st,10.42
COBAN001,COBAN 7.5cmx4.5m HUIDKLEUR  24rln,65.64
EKGRED00,EKG RED DOT ELEC 250st RF2249 dia 6cm,95.20
IOBAN000,"IOBAN INCISIEFOLIE 10cmx20cm, 10st",68.47
IOBAN001,"IOBAN INCISIEFOLIE 56cmx45cm, 10st",128.45
IOBAN002,"IOBAN INCISIEFOLIE 56cmX60cm, 10st",153.18
IOBAN003,"IOBAN INCISIEFOLIE 34cmx35cm, 10st",82.27
PRIMAC00,PRIMACAST SPLINT 7.5x30.8cm 15st,133.03
PRIMAC01,PRIMACAST SPLINT 5x25.3cm 15st,115.47
PRIMAC02,PRIMACAST SPLINT 10.2x3.81cm 15st,150.17
PRIMAC03,PRIMACAST SPLINT 12.7x7.62cm 10st,208.26
REDDOT10,RED DOT ELECT STRESS 250st DIA51 RF2259,98.11
RESTON00,RESTON FOAM 0.5cmx10cmx5m 1st,23.41
SCOTHC00,ONE STEP SPLINT 5x25cm 10st,126.82
SCOTHC01,ONE STEP SPLINT 7.5x30.8cm 10st,131.59
SCOTHC02,ONE STEP SPLINT 10.2x76.2cm 5st,124.64
SCOTHC03,ONE STEP SPLINT 10.2x38.1cm 10st,151.05
SCOTHC09,SCOTCHCAST PLUS 2.5cmx1.8m 10st,45.73
SCOTHC10,SCOTCHCAST PLUS 5cmx3.6m 10st,67.20
SCOTHC11,SCOTCHCAST PLUS 7.5cmx3.6m10st,80.67
SCOTHC12,SCOTCHCAST PLUS 10cmx3.6m 10st,90.00
SCOTHC13,SCOTCHCAST PLUS 12.7cmx3.6m 10st,111.33
SCOTHC14,SCOTCHCAST PLUS 7.5cmx3.6m 10st ROOD,80.67
SCOTHC15,SCOTCHCAST PLUS 7.5x3.6M 10st BLAUW,80.67
SCOTHC16,SCOTCHCAST PLUS 10cmx3.6m 10st BLAUW,90.00
SCOTHC20,SCOTCHCAST LONGUETTE 5cmx20cm 10st,40.61
SCOTHC21,SCOTCHCAST LONGUETTE 10cmx90cm 10st,109.79
SCOTHC30,SCOTCHCAST POLY PREM 5cmx3.6m 10st WIT,67.20
SCOTHC31,SCOTCHCAST POLY PREM 7.5cmx3.6m10st WIT,80.67
SCOTHC32,SCOTCHCAST POLY PREM 10.2cmx3.6m10stWIT,90.00
SCOTHC33,SCOTCHCAST POLY PREM 12.7cmx3.6m10stWIT,111.33
SOFTCA00,SOFTCAST 5cmx3.6m 10st WIT,97.45
SOFTCA01,SOFTCAST 7.6cmx3.6m WIT 10st,115.80
SOFTCA02,SOFTCAST 10.1cmx3.6m WIT 10st,130.21
SOFTCA03,SOFTCAST 12.7cmx3.6m WIT 10st,161.73
SOFTCA05,SOFTCAST 2.5cmx1.8m WIT 10st,67.41
SOFTCA20,SOFTCAST 2.5cmx1.8m BLAUW 10st,67.41
SOFTCA21,SOFTCAST 5cmx3.6m ROOD 10st,97.45
SOFTCA22,SOFTCAST 7.6cmx3.6m BLAUW 10st,115.80
SOFTCA23,SOFTCAST 10.1cmx3.6m ROOD 10st,130.21
STERIDR00,STERIDRAPE CHIR + OVERZETLOOP TAFEL 7st,143.98
STERIDR01,STERIDR BEELDVERSTERKHOES 165x106cm 10s,146.88
STERIDR02,STERIDRAPE 75 X 90CM 30ST,50.17
STERIDR03,STERIDRAPE CHRIRUGISCH BASISPAKKET 7SET,165.02
STERIDR04,STERIDRAPE TAFELSLOOP 80cmx145cm40st,250.67
STERIDR05,STERI-DRAPE ZELFKL GAT 90cmx90cm10st,195.53
STERIDR10,STERI-DRAPE ZELFKL GAT 40cmx40cm10st,33.45
STERIS00,STERISTRIPS 6x38MM 50x6st,41.11
STERIS10,STERISTRIPS 3x75MM 50x5st,41.11
STERIS11,STERISTRIPS 6x75MM 50x3st,41.11
STERIS40,STERISTRIPS ELASTISCH 12x100MM 50x6st,69.26
STOCKI01,STOCKINETTE MS04 POLYESTER 10cmx23m 1ST,50.71
STOCKI04,STOCKINETTE MS06 POLYESTER 15cmx23m 1st,60.23
TEGADE00,TEGADERM 6x7cm 100st,65.11
TEGADE01,TEGADERM 10x12cm 50st,60.68
TEGADE02,TEGADERM 4.4x4.4cm 100st,53.59
TEGADE10,TEGADERM+PAD 5cmx7cm 50st,26.38
TEGADE11,TEGADERM+PAD 9x20cm 25st,38.61
TEGADE13,TEGADERM+PAD 9x10cm 25st,23.47
TEGADE21,TEGADERM ROLL 10cmx10m,28.24
TEGADE30,TEGADERM FOAM 14 X 14CM 10st,51.53
TEGADE41,TEGADERM ABS TRANSP 20x20cm 5st,57.21
VELCRO01,VELCRO SOFT ADHESIVE 5cmx25m,144.15
VELCRO02,VELCRO GRIP NON ADHESIVE 5cmx25m,306.77
VETRAP10,VETRAP KLEURENASSORT 10cm BOX 24st,73.15
VETRAP11,VETRAP KLEURENASSORT 10 cm FLUO BOX 24st,73.15
VETRAP12,VETRAP KLEURENASSORT 5cm FLUO BOX 18st,38.95
VETRAP20,VETRAPcLINIC KIT32st16X5CM/8X75CM/8X10CM,78.32
WWSCHO04,WW SCHORT 3M STERIEL STAND MAAT L 26st,117.41
WWSCHO09,WW SCHORT 3M STERIEL STAND MAAT XL 24st,112.39
WWSCHO12,WW SCHORT 3M STERIEL STAND MED 28st,126.44
GLUCOM00,GLUCOMETER MICROLET 200 LANCETTEN,18.61
ADAPTE10,ADAPTER COMBIDYN LL VROUW/VROUW 100st,151.52
ADAPTE11,ADAPTER COMBIDYN LL M/M 100st,136.36
DRAINA00,"DRAINAGE SYSTEEM REDOVAC200, 40ST",133.33
DRIEWE02,DRIEWEGKRAAN + VERLENGSL 75cm LL 50st,90.91
HISTOA00,HISTOACRYL 0.5 ML 5st,66.82
HISTOA01,HISTOACRYL 0.5ML 5ST BLAUW,65.05
INFUSI51,VERBINDINGSLEID+INSPUITMOG 18cmLL100st,121.56
INFUUS31,INFUUSLEIDING EUROFIX H SITE 205cm 50st,71.30
LYOSTY01,LYOSTYPT BLOEDSTELPENDE WATTE 3X5CM12st,59.62
MELSIT00,MELSIT BUS 5L,47.09
MINISP00,MINI-SPIKE 50st,75.76
OLIESP01,STERILIT M OIL SPRAY 300ML AESCULAP,62.12
SPUITPL00,SPUITVERLEN SPUITPOMP RF825506/7 LL100st,121.21
STERIF00,STERIFIX INJEKTIONSFILTER 0.2µM 50st,108.33
TANGHU04,TANG HUIDHECHT BBRAUN MANIPLER 6st,83.56
VASOCA11,VASOCAN IN-STOPPER BULK GEEL 100st,19.64
VASOFI03,VASOFIX 16Gx2'' GRIJS 50st,110.45
VASOFI04,VASOFIX 14Gx2'' ORANJE 50st,83.33
WWNAAL87,WWN BRAUN DENTAL 25Gx1 1/2 100st,6.77
CATHET200,CATH BRAUNULE MT 12G X 80mm  50st,113.64
CATHET201,CATH BRAUNULE MT 12G X 50mm  50st,113.64
CATHET202,CATHET BRAUNULE MT LL 14G X 50mm  50st,113.64
CATHET82,CATH CERTOFIX DUO SB730 10st,256.77
CATHET83,CATH CERTOFIX MONO V320 10st,158.45
CATHET84,CATH CERTOFIX MONO S420 10st,131.73
CATHET85,CATH CERTOFIX MONO S320 10st,131.73
CATHET86,CATH CERTOFIX DUO S715 10st,245.45
CAVAFI00,CAVAFIX CERTO REF 04153-553 50st,464.32
CAVAFI01,CAVAFIX CERTO REF 4153383 10st LL,92.86
CAVAFI02,CAVAFIX CERTO REF 4153359 10st LL,92.86
CAVAFI03,CAVAFIX CERTO 335 MET SPLITOCAN 50st,527.05
INFUSI15,INFUSIESET PERFUSOR TUB 1MMx100cm 100st,121.21
VASOVET07,VASOVET CATH 14Gx100mm ORANJE 1st,8.33
CATHET15,CATH ANGIO 14GX133MM 10st,64.61
CATHET151,CATH ANGIO 10Gx76cm 10st,64.59
CATHET152,CATH ANGIO 16Gx48mm 50st,64.59
CONTAI03,CONTAINER NAALDEN 22.7 L BD,9.39
ENDOSC01,"ENDOSCOPIE SLANG ID1,57 OD2,08 30,5M",225.12
INVASIE00,INVASIEVE UNIVERS SET BD 150cm BDM 5st,140.85
MICROT00,MICROTAINER LANCETTEN 1.5mmX30G 200st,83.86
VENFLO00,VENFLO PRO SAFETY 22Gx1' BLAUW 50st,90.91
VENFLO01,VENFLO PRO SAFETY 20Gx1 1/4' ROZE 50st,90.91
WWNAAL99,WWN SPINAAL BD 18Gx152MM 10st,64.61
WWSPUI09,"WWS BD PLASTIPAK 50ml LUER LOCK, 60st",52.06
HROL5015,H-ROL 51CM WYPALL KC L30 BLAUW 12rln,124.89
KLEENE10,KLEENEX SUPERSOF 3L 30X88st KC 215x315cm,87.50
KROLKI00,K-ROL 24 ROLLEN 13mx 23cm 50vln 2L,15.05
LOENMO01,LOTUS ENMOTION PAPIER 6rln,78.82
LUCHTV06,LUCHTVERFRISSER AIRFRESH AERO FRUIT 6st,78.50
LUCHTV07,LUCHTVERFRISSER AIRFRESH AERO CITRUS 6st,78.50
LUCHTV08,LUCHTVERFRISSER AIRFRESH AERO FLORAL 6st,78.50
LUCHTV09,LUCHTVERFRISSER SCHIJFJES CITRUS 20st,42.44
PEDAAL10,PEDAALEMMER ZAK 50x55cm10L/20L WIT2500st,38.86
TOHTCF10,TORK UNIVERSAL HT C-FOLD 24x150vln 1L,52.89
TOHTCF20,TORK ADV HT C-FOLD WIT 20x120vln 2L,53.06
TOHTIN20,TORK PREMIUM HT INTERFOLD SOFT 21x110st,55.27
TOHTIN21,TORK PREM HT INTERF EXTRA SOFT 21x100st,58.73
TOHTZZ21,TORK UNIV HT ZZ FOLD GREEN 20x200vln1L,51.88
TOPREM00,TORK PREM CLOTH 520 TOP-HOLDER 5x140vln,97.48
TOPREM03,TORK PREM CLOTH510 10.7x38.5cm 750vln,93.23
TORKME10,TORK UNIVERSAL MEDIROLL 49cmx50m 8rln 1L,51.71
TORKME13,TORK UNIVERSAL MEDIROLL 55cmx50m 8rln 1L,58.06
TORKME20,TORK UNIVERSAL MEDIROLL 50CMx50m 9rln 2L,51.59
TORKTM00,"TORK T-ROLL MINI NEUTRAAL 170M, 12RLN",25.44
TOSOAP20,TORK PREMIUM SOAP L ANTIBACTERIAL 6x1L,51.71
TOSOAP23,TORK PREMIUM ALCOHOLGEL 6x950 ML,74.06
TOTPJU20,TORK PREMIUM TP JUMBOROLL 360M 6rln,52.95
TOTPJU21,TORK PREMIUM TP MINI JUMBOROL 12rln 170m,56.15
TOTPJU22,TORK ADV TP MINI JUMBOROLL 12rln 170m,44.79
TOTPSO01,TORK PREM TOILETPP SOFT 3L 250vln 42rln,33.71
TOWICE10,TORK ADV WIPER415 MINI CENTERF 11rln120m,67.05
TOWICE15,TORK ADV WIPER 415 CENTERFEED 6rln 275m,68.73
TOWICE20,TORK ADV WIPER 420 CENTERFEED 6rln 160m,71.59
TROL2L00,T-ROL 2LAAGS 200vln 25m 48rln,12.98
ACTIMO00,ACTIMOVE SLING 5.5CM 2x12m,53.80
COVERM05,COVERMED INJECTIESTRIPS 2cmx4cm / 500st,33.12
DELTAC00,DELTACAST CONFORM 5cm 10rln,84.58
DELTAC01,DELTACAST CONFORM 7.5cm 10rln,97.15
DELTAC02,DELTACAST CONFORM 10cm 10rln,107.00
DELTAC03,DELTACAST CONFORM 12.5cm 10rln,123.21
DELTAL00,DELTA-LITE C 10cm x3.65m 10st,119.98
DELTAL01,DELTA-LITE C 7.5cmx3.65m 10st,106.64
DELTAL02,DELTA-LITE C 12.5cmX3.65m 10st,146.14
DYNACA15,DYNACAST PRELUDE SPALK OP ROL 7.5cmx4.6m,194.27
DYNACA24,DYNACAST S ENKEL SPALK < 170cm,55.95
DYNACA25,DYNACAST M/L ENKEL SPALK > 170cm,58.86
EASIFI00,"EASIFIX COHESIVE 4CM X 4M, 10st",21.82
ELASTF02,ELASTOFIX C 25M,42.08
ELASTF03,ELASTOFIX D 25M,51.94
ELASTO02,ELASTOMULL ONVERPAKT 6xm 20sT,9.39
GAZOFI01,GAZOFIX 6cmx4m 1st,2.09
GELOST00,GELOSTRETCH ZINKLIJM 10cmX7m 10st,100.00
HALSKR40,HALSKR ACT CERVICAL STEVIGE DENS XS6.5cm,16.17
HALSKR41,HALSKR ACT CERVICAL STEVIGE DENS S 75cm,16.17
HALSKR42,HALSKR ACT CERVICAL STEVIGE DENS M 9cm,16.17
HALSKR43,HALSKR ACT CERVICAL STEVIGE DENS L 10cm,16.17
HALSKR45,HALSKR ACT CERVICAL MED DENS XS 65cm,16.17
HALSKR46,HALSKR ACT CERVICAL MED DENS S 7.5cm,16.17
HALSKR47,HALSKR ACT CERVICAL MED DENS M 9cm,16.17
HALSKR48,HALSKR ACT CERVICAL MED DENS L 10cm,16.17
HANSAM02,HANSAPLAST SOFT 8cmx5m,10.92
HANSAM06,HANSAMED SOFT 30x72MM 100st,11.39
JERSEY04,JERSEY KATOEN 15cmx25m,35.30
LEUKOM20,LEUKOMED T PLUS STERIEL 7.2x5cm 50st,25.32
LEUKOM21,LEUKOMED T PLUS STERIEL 8x10cm 50st,49.56
LEUKOM22,LEUKOMED T PLUS STERIEL 8x15cm 50st,58.17
LEUKOP20,LEUKOPOR 1.25cm 24st IN VRAK,13.45
LEUKOP21,LEUKOPOR 2.50cm 12st IN VRAK,13.45
LEUKOP22,LEUKOPOR 5cm 6st IN VRAK,13.45
LEUKOP31,"LEUKOPLAST PRO LF R 2,5cmx9m 12st",31.27
LIGHTP00,LIGHTPLAST PRO 5cmx6.8m 24st,187.27
LIGHTP01,LIGHTPLAST PRO 7.5cmx6.8m 16st,156.85
OPTIPL11,OPTIPLASTE 7.5cmx4.5m 12st,57.09
OPTIPL12,OPTIPLASTE 10cmx4.5m 12st,74.91
REMOVE01,REMOVER LEUKOTAPE 350ML,10.95
TRICOD00,TRICODUR CLAVICULA MEDIUM,55.15
TRICOD01,TRICODUR CLAVICULA LARGE,55.15
TRICOD02,TRICODUR CLAVICULA XS KIND,55.15
TRICOD03,TRICODUR CLAVICULA S,55.15
TRICOD04,TRICODUR CLAVICULA XL,55.15
